nome_algoritmo,cenario,tamanho_amostra,tempo_execucao_microsegundos,processador,ram,sistema_operacional,Intervalos de confiança,Média,Desvio padrão
Shell Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,6,AMD Ryzen 7 5000,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4317,AMD Ryzen 7 5000,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,2,AMD Ryzen 7 5000,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,51,AMD Ryzen 7 5000,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,108172,AMD Ryzen 7 5000,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,13,AMD Ryzen 7 5000,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,35,AMD Ryzen 7 5000,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,AMD Ryzen 7 5000,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,3090,AMD Ryzen 7 5000,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,3,AMD Ryzen 7 5000,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,58,AMD Ryzen 7 5000,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,73817,AMD Ryzen 7 5000,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,16,AMD Ryzen 7 5000,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,9,AMD Ryzen 7 5000,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,13,AMD Ryzen 7 5000,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,74,AMD Ryzen 7 5000,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,38,AMD Ryzen 7 5000,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,68,AMD Ryzen 7 5000,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,4,AMD Ryzen 7 5000,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,29,AMD Ryzen 7 5000,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,24,AMD Ryzen 7 5000,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,87,AMD Ryzen 7 5000,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,268,AMD Ryzen 7 5000,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,218,AMD Ryzen 7 5000,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,872,AMD Ryzen 7 5000,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,45,AMD Ryzen 7 5000,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4343,AMD Ryzen 7 5000,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,3,AMD Ryzen 7 5000,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,42,AMD Ryzen 7 5000,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,108839,AMD Ryzen 7 5000,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,13,AMD Ryzen 7 5000,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,30,AMD Ryzen 7 5000,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,AMD Ryzen 7 5000,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2939,AMD Ryzen 7 5000,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,3,AMD Ryzen 7 5000,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,40,AMD Ryzen 7 5000,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,74150,AMD Ryzen 7 5000,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,17,AMD Ryzen 7 5000,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,2,AMD Ryzen 7 5000,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,10,AMD Ryzen 7 5000,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,12,AMD Ryzen 7 5000,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,67,AMD Ryzen 7 5000,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,37,AMD Ryzen 7 5000,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,67,AMD Ryzen 7 5000,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,1,AMD Ryzen 7 5000,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,3,AMD Ryzen 7 5000,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,31,AMD Ryzen 7 5000,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,25,AMD Ryzen 7 5000,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,90,AMD Ryzen 7 5000,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,266,AMD Ryzen 7 5000,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,214,AMD Ryzen 7 5000,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,875,AMD Ryzen 7 5000,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,44,AMD Ryzen 7 5000,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4336,AMD Ryzen 7 5000,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,3,AMD Ryzen 7 5000,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,36,AMD Ryzen 7 5000,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,108148,AMD Ryzen 7 5000,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,12,AMD Ryzen 7 5000,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,30,AMD Ryzen 7 5000,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,12,AMD Ryzen 7 5000,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2937,AMD Ryzen 7 5000,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,3,AMD Ryzen 7 5000,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,53,AMD Ryzen 7 5000,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,73798,AMD Ryzen 7 5000,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,18,AMD Ryzen 7 5000,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,13,AMD Ryzen 7 5000,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,AMD Ryzen 7 5000,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,64,AMD Ryzen 7 5000,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,35,AMD Ryzen 7 5000,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,67,AMD Ryzen 7 5000,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,3,AMD Ryzen 7 5000,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,32,AMD Ryzen 7 5000,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,28,AMD Ryzen 7 5000,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,100,AMD Ryzen 7 5000,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,240,AMD Ryzen 7 5000,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,243,AMD Ryzen 7 5000,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,766,AMD Ryzen 7 5000,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,45,AMD Ryzen 7 5000,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,4,AMD Ryzen 7 5000,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4365,AMD Ryzen 7 5000,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,3,AMD Ryzen 7 5000,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,40,AMD Ryzen 7 5000,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,108232,AMD Ryzen 7 5000,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,13,AMD Ryzen 7 5000,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,30,AMD Ryzen 7 5000,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,AMD Ryzen 7 5000,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,3068,AMD Ryzen 7 5000,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,3,AMD Ryzen 7 5000,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,53,AMD Ryzen 7 5000,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,73648,AMD Ryzen 7 5000,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,17,AMD Ryzen 7 5000,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,13,AMD Ryzen 7 5000,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,13,AMD Ryzen 7 5000,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,96,AMD Ryzen 7 5000,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,40,AMD Ryzen 7 5000,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,69,AMD Ryzen 7 5000,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,3,AMD Ryzen 7 5000,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,31,AMD Ryzen 7 5000,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,26,AMD Ryzen 7 5000,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,88,AMD Ryzen 7 5000,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,281,AMD Ryzen 7 5000,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,208,AMD Ryzen 7 5000,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,879,AMD Ryzen 7 5000,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,43,AMD Ryzen 7 5000,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4344,AMD Ryzen 7 5000,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,3,AMD Ryzen 7 5000,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,55,AMD Ryzen 7 5000,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,108872,AMD Ryzen 7 5000,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,13,AMD Ryzen 7 5000,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,31,AMD Ryzen 7 5000,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,AMD Ryzen 7 5000,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2954,AMD Ryzen 7 5000,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,4,AMD Ryzen 7 5000,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,34,AMD Ryzen 7 5000,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,73417,AMD Ryzen 7 5000,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,16,AMD Ryzen 7 5000,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,9,AMD Ryzen 7 5000,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,AMD Ryzen 7 5000,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,85,AMD Ryzen 7 5000,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,38,AMD Ryzen 7 5000,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,71,AMD Ryzen 7 5000,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,3,AMD Ryzen 7 5000,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,30,AMD Ryzen 7 5000,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,26,AMD Ryzen 7 5000,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,84,AMD Ryzen 7 5000,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,235,AMD Ryzen 7 5000,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,207,AMD Ryzen 7 5000,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,881,AMD Ryzen 7 5000,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,44,AMD Ryzen 7 5000,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,6,AMD Ryzen 7 5000,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4297,AMD Ryzen 7 5000,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,2,AMD Ryzen 7 5000,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,35,AMD Ryzen 7 5000,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,107865,AMD Ryzen 7 5000,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,12,AMD Ryzen 7 5000,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,31,AMD Ryzen 7 5000,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,15,AMD Ryzen 7 5000,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2914,AMD Ryzen 7 5000,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,4,AMD Ryzen 7 5000,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,57,AMD Ryzen 7 5000,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,73901,AMD Ryzen 7 5000,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,16,AMD Ryzen 7 5000,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,9,AMD Ryzen 7 5000,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,AMD Ryzen 7 5000,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,69,AMD Ryzen 7 5000,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,39,AMD Ryzen 7 5000,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,69,AMD Ryzen 7 5000,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,3,AMD Ryzen 7 5000,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,32,AMD Ryzen 7 5000,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,23,AMD Ryzen 7 5000,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,104,AMD Ryzen 7 5000,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,259,AMD Ryzen 7 5000,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,203,AMD Ryzen 7 5000,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,867,AMD Ryzen 7 5000,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,47,AMD Ryzen 7 5000,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,4,AMD Ryzen 7 5000,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4313,AMD Ryzen 7 5000,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,3,AMD Ryzen 7 5000,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,42,AMD Ryzen 7 5000,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,107891,AMD Ryzen 7 5000,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,13,AMD Ryzen 7 5000,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,30,AMD Ryzen 7 5000,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,AMD Ryzen 7 5000,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2939,AMD Ryzen 7 5000,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,4,AMD Ryzen 7 5000,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,58,AMD Ryzen 7 5000,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,73599,AMD Ryzen 7 5000,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,16,AMD Ryzen 7 5000,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,AMD Ryzen 7 5000,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,13,AMD Ryzen 7 5000,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,AMD Ryzen 7 5000,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,12,AMD Ryzen 7 5000,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,79,AMD Ryzen 7 5000,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,37,AMD Ryzen 7 5000,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,71,AMD Ryzen 7 5000,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,2,AMD Ryzen 7 5000,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,39,AMD Ryzen 7 5000,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,27,AMD Ryzen 7 5000,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,89,AMD Ryzen 7 5000,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,283,AMD Ryzen 7 5000,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,208,AMD Ryzen 7 5000,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,886,AMD Ryzen 7 5000,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,44,AMD Ryzen 7 5000,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,AMD Ryzen 7 5000,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,4,AMD Ryzen 7 5000,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4343,AMD Ryzen 7 5000,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
